manufacturer,Flight_Date,arr_delay,carrier,tailnum,origin
BOEING,1/15/2013,-4,DL,N711ZX,JFK
AIRBUS,1/15/2013,-8,B6,N655JB,JFK
BOEING,1/15/2013,-18,DL,N727TW,JFK
AIRBUS,1/15/2013,-12,B6,N793JB,JFK
AIRBUS,1/15/2013,-22,VX,N842VA,JFK
AIRBUS,1/15/2013,-10,B6,N709JB,JFK
BOEING,1/15/2013,-23,DL,N718TW,JFK
"BOMBARDIER INC",1/15/2013,-23,9E,N8458A,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/15/2013,-31,DL,N957DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/15/2013,-7,DL,N937DL,JFK
"BOMBARDIER INC",1/15/2013,34,9E,N901XJ,JFK
"BOMBARDIER INC",1/15/2013,10,9E,N8672A,JFK
"BOMBARDIER INC",1/15/2013,-17,9E,N929XJ,JFK
AIRBUS,1/15/2013,-15,B6,N796JB,JFK
"AIRBUS INDUSTRIE",1/15/2013,11,US,N654AW,JFK
AIRBUS,1/15/2013,-14,B6,N789JB,JFK
BOEING,1/15/2013,20,DL,N676DL,JFK
"BOMBARDIER INC",1/15/2013,-19,9E,N826AY,JFK
"BOMBARDIER INC",1/15/2013,-31,9E,N936XJ,JFK
"BOMBARDIER INC",1/15/2013,-18,9E,N905XJ,JFK
AIRBUS,1/15/2013,-8,B6,N641JB,JFK
BOEING,1/15/2013,-1,DL,N713TW,JFK
AIRBUS,1/15/2013,-22,VX,N629VA,JFK
"BOMBARDIER INC",1/15/2013,-16,9E,N8506C,JFK
AIRBUS,1/15/2013,-17,VX,N839VA,JFK
"BOMBARDIER INC",1/15/2013,-18,9E,N8736A,JFK
"AIRBUS INDUSTRIE",1/15/2013,7,US,N659AW,JFK
"AIRBUS INDUSTRIE",1/15/2013,18,US,N725UW,JFK
AIRBUS,1/15/2013,22,B6,N638JB,JFK
CANADAIR,1/15/2013,37,EV,N830AS,JFK
AIRBUS,1/15/2013,-20,VX,N844VA,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/15/2013,-25,DL,N938DL,JFK
AIRBUS,1/15/2013,-15,B6,N715JB,JFK
"BOMBARDIER INC",1/15/2013,-18,9E,N917XJ,JFK
"AIRBUS INDUSTRIE",1/15/2013,2,US,N751UW,JFK
BOEING,1/15/2013,-20,DL,N707TW,JFK
"BOMBARDIER INC",1/15/2013,-25,9E,N8488D,JFK
AIRBUS,1/15/2013,-15,VX,N632VA,JFK
AIRBUS,1/15/2013,0,B6,N705JB,JFK
BOEING,1/15/2013,0,DL,N704X,JFK
AIRBUS,1/15/2013,-21,B6,N706JB,JFK
AIRBUS,1/15/2013,25,B6,N651JB,JFK
BOEING,1/15/2013,-23,DL,N722TW,JFK
AIRBUS,1/15/2013,-27,B6,N806JB,JFK
CANADAIR,1/15/2013,45,EV,N829AS,JFK
"BOMBARDIER INC",1/15/2013,-8,9E,N905XJ,JFK
"BOMBARDIER INC",1/15/2013,-14,9E,N936XJ,JFK
AIRBUS,1/15/2013,-15,B6,N709JB,JFK
AIRBUS,1/15/2013,-17,B6,N644JB,JFK
"BOMBARDIER INC",1/15/2013,32,9E,N8896A,JFK
BOEING,1/15/2013,-35,DL,N710TW,JFK
"BOMBARDIER INC",1/15/2013,-24,9E,N913XJ,JFK
"BOMBARDIER INC",1/15/2013,-7,9E,N8980A,JFK
"BOMBARDIER INC",1/15/2013,-7,9E,N8974C,JFK
"BOMBARDIER INC",1/15/2013,-6,9E,N908XJ,JFK
"BOMBARDIER INC",1/15/2013,-6,9E,N919XJ,JFK
"BOMBARDIER INC",1/15/2013,1,9E,N833AY,JFK
"BOMBARDIER INC",1/15/2013,-27,9E,N929XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/15/2013,-20,DL,N987DL,JFK
AIRBUS,1/15/2013,-35,B6,N641JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/15/2013,-38,DL,N937DL,JFK
"BOMBARDIER INC",1/15/2013,11,9E,N903XJ,JFK
"BOMBARDIER INC",1/15/2013,17,9E,N932XJ,JFK
"BOMBARDIER INC",1/15/2013,-10,9E,N917XJ,JFK
"BOMBARDIER INC",1/15/2013,2,9E,N8976E,JFK
"BOMBARDIER INC",1/15/2013,-11,9E,N909XJ,JFK
AIRBUS,1/15/2013,-35,B6,N630JB,JFK
AIRBUS,1/15/2013,-42,VX,N847VA,JFK
BOEING,1/15/2013,36,AA,N624AA,JFK
BOEING,1/15/2013,-50,DL,N705TW,JFK
AIRBUS,1/15/2013,-42,VX,N637VA,JFK
BOEING,1/15/2013,-31,DL,N723TW,JFK
AIRBUS,1/15/2013,-22,B6,N805JB,JFK
AIRBUS,1/15/2013,-11,B6,N658JB,JFK
"AIRBUS INDUSTRIE",1/15/2013,-7,US,N642AW,JFK
AIRBUS,1/15/2013,-23,B6,N807JB,JFK
"BOMBARDIER INC",1/15/2013,-17,9E,N8505Q,JFK
"BOMBARDIER INC",1/15/2013,-27,9E,N935XJ,JFK
"BOMBARDIER INC",1/15/2013,-9,9E,N933XJ,JFK
"BOMBARDIER INC",1/15/2013,-22,9E,N8488D,JFK
"BOMBARDIER INC",1/15/2013,-6,9E,N905XJ,JFK
AIRBUS,1/15/2013,-27,VX,N843VA,JFK
CANADAIR,1/15/2013,-6,EV,N829AS,JFK
BOEING,1/15/2013,-36,DL,N712TW,JFK
BOEING,1/15/2013,-48,DL,N713TW,JFK
"BOMBARDIER INC",1/15/2013,-10,9E,N901XJ,JFK
"BOMBARDIER INC",1/15/2013,22,9E,N8923A,JFK
"BOMBARDIER INC",1/15/2013,-25,9E,N8896A,JFK
"BOMBARDIER INC",1/15/2013,-18,9E,N8980A,JFK
"BOMBARDIER INC",1/15/2013,-24,9E,N913XJ,JFK
AIRBUS,1/15/2013,-25,B6,N627JB,JFK
"BOMBARDIER INC",1/15/2013,-3,9E,N8974C,JFK
"BOMBARDIER INC",1/15/2013,-23,9E,N920XJ,JFK
AIRBUS,1/15/2013,-16,B6,N709JB,JFK
AIRBUS,1/15/2013,-43,VX,N635VA,JFK
"BOMBARDIER INC",1/15/2013,-13,9E,N906XJ,JFK
"BOMBARDIER INC",1/15/2013,36,9E,N926XJ,JFK
"BOMBARDIER INC",1/15/2013,-22,9E,N8976E,JFK
"BOMBARDIER INC",1/15/2013,-15,9E,N929XJ,JFK
AIRBUS,1/15/2013,-19,B6,N708JB,JFK
BOEING,1/15/2013,-27,DL,N727TW,JFK
AIRBUS,1/15/2013,-3,B6,N789JB,JFK
"CANADAIR LTD",1/15/2013,12,MQ,N840MQ,JFK
AIRBUS,1/15/2013,75,B6,N636JB,JFK
AIRBUS,1/15/2013,-14,B6,N706JB,JFK
AIRBUS,1/15/2013,-7,B6,N655JB,JFK
AIRBUS,1/15/2013,4,B6,N779JB,JFK
AIRBUS,1/15/2013,-21,B6,N635JB,JFK
AIRBUS,1/15/2013,NULL,VX,N626VA,JFK
AIRBUS,1/16/2013,14,B6,N634JB,JFK
EMBRAER,1/16/2013,13,US,N961UW,JFK
AIRBUS,1/16/2013,12,B6,N658JB,JFK
"BOMBARDIER INC",1/16/2013,52,EV,N836AS,JFK
"AIRBUS INDUSTRIE",1/16/2013,22,US,N769US,JFK
AIRBUS,1/16/2013,42,B6,N793JB,JFK
AIRBUS,1/16/2013,3,B6,N623JB,JFK
AIRBUS,1/16/2013,-11,B6,N715JB,JFK
BOEING,1/16/2013,-11,DL,N624AG,JFK
AIRBUS,1/16/2013,-17,B6,N775JB,JFK
AIRBUS,1/16/2013,19,VX,N837VA,JFK
BOEING,1/16/2013,11,DL,N722TW,JFK
BOEING,1/16/2013,-8,AA,N628AA,JFK
AIRBUS,1/16/2013,-7,B6,N644JB,JFK
AIRBUS,1/16/2013,5,VX,N844VA,JFK
BOEING,1/16/2013,14,DL,N718TW,JFK
"BOMBARDIER INC",1/16/2013,-3,9E,N835AY,JFK
"BOMBARDIER INC",1/16/2013,-3,9E,N936XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/16/2013,6,DL,N920DE,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/16/2013,2,DL,N938DL,JFK
"BOMBARDIER INC",1/16/2013,-6,9E,N907XJ,JFK
"BOMBARDIER INC",1/16/2013,-12,9E,N8855A,JFK
AIRBUS,1/16/2013,26,B6,N639JB,JFK
"AIRBUS INDUSTRIE",1/16/2013,29,US,N642AW,JFK
AIRBUS,1/16/2013,-1,B6,N625JB,JFK
BOEING,1/16/2013,0,DL,N672DL,JFK
BOEING,1/16/2013,-19,DL,N710TW,JFK
AIRBUS,1/16/2013,15,VX,N641VA,JFK
"BOMBARDIER INC",1/16/2013,6,9E,N930XJ,JFK
"BOMBARDIER INC",1/16/2013,-14,9E,N8696C,JFK
AIRBUS,1/16/2013,14,B6,N630JB,JFK
AIRBUS,1/16/2013,1,VX,N846VA,JFK
AIRBUS,1/16/2013,0,B6,N657JB,JFK
CANADAIR,1/16/2013,13,EV,N820AS,JFK
"AIRBUS INDUSTRIE",1/16/2013,14,US,N716UW,JFK
AIRBUS,1/16/2013,-11,B6,N633JB,JFK
AIRBUS,1/16/2013,1,VX,N842VA,JFK
AIRBUS,1/16/2013,14,B6,N796JB,JFK
AIRBUS,1/16/2013,-7,B6,N656JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/16/2013,-14,DL,N948DL,JFK
"BOMBARDIER INC",1/16/2013,7,9E,N904XJ,JFK
"AIRBUS INDUSTRIE",1/16/2013,8,US,N741UW,JFK
BOEING,1/16/2013,0,DL,N707TW,JFK
"BOMBARDIER INC",1/16/2013,126,9E,N8976E,JFK
"CANADAIR LTD",1/16/2013,18,MQ,N840MQ,JFK
AIRBUS,1/16/2013,6,B6,N809JB,JFK
AIRBUS,1/16/2013,74,B6,N806JB,JFK
AIRBUS,1/16/2013,95,B6,N766JB,JFK
"BOMBARDIER INC",1/16/2013,44,9E,N8492C,JFK
AIRBUS,1/16/2013,0,VX,N625VA,JFK
AIRBUS,1/16/2013,7,B6,N630JB,JFK
AIRBUS,1/16/2013,8,B6,N653JB,JFK
CANADAIR,1/16/2013,1,EV,N820AS,JFK
AIRBUS,1/16/2013,14,B6,N663JB,JFK
BOEING,1/16/2013,-12,DL,N721TW,JFK
AIRBUS,1/16/2013,61,B6,N658JB,JFK
AIRBUS,1/16/2013,-23,B6,N623JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/16/2013,-25,DL,N923DL,JFK
AIRBUS,1/16/2013,-1,B6,N629JB,JFK
BOEING,1/16/2013,81,DL,N711ZX,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/16/2013,6,DL,N920DE,JFK
AIRBUS,1/16/2013,-15,B6,N648JB,JFK
AIRBUS,1/16/2013,-7,VX,N849VA,JFK
BOEING,1/16/2013,26,DL,N727TW,JFK
BOEING,1/16/2013,2,DL,N712TW,JFK
AIRBUS,1/16/2013,-13,VX,N638VA,JFK
AIRBUS,1/16/2013,-10,B6,N805JB,JFK
"BOMBARDIER INC",1/16/2013,199,9E,N8794B,JFK
CANADAIR,1/16/2013,-17,EV,N830AS,JFK
AIRBUS,1/16/2013,-25,VX,N637VA,JFK
BOEING,1/16/2013,17,DL,N710TW,JFK
BOEING,1/16/2013,8,DL,N717TW,JFK
AIRBUS,1/16/2013,-14,B6,N655JB,JFK
"BOMBARDIER INC",1/16/2013,193,9E,N820AY,JFK
"BOMBARDIER INC",1/16/2013,200,9E,N907XJ,JFK
"BOMBARDIER INC",1/16/2013,235,9E,N931XJ,JFK
AIRBUS,1/16/2013,-3,B6,N715JB,JFK
AIRBUS,1/16/2013,-11,VX,N632VA,JFK
"BOMBARDIER INC",1/16/2013,NULL,9E,N932XJ,JFK
AIRBUS,1/16/2013,13,B6,N644JB,JFK
"BOMBARDIER INC",1/16/2013,299,9E,N920XJ,JFK
AIRBUS,1/16/2013,-15,B6,N775JB,JFK
"BOMBARDIER INC",1/16/2013,60,9E,N8933B,JFK
"BOMBARDIER INC",1/16/2013,271,9E,N925XJ,JFK
AIRBUS,1/16/2013,-10,B6,N635JB,JFK
BOEING,1/16/2013,10,DL,N722TW,JFK
"BOMBARDIER INC",1/16/2013,115,9E,N929XJ,JFK
"BOMBARDIER INC",1/16/2013,116,9E,N913XJ,JFK
"BOMBARDIER INC",1/16/2013,168,9E,N918XJ,JFK
"BOMBARDIER INC",1/16/2013,123,9E,N922XJ,JFK
"BOMBARDIER INC",1/16/2013,55,9E,N933XJ,JFK
AIRBUS,1/16/2013,15,B6,N663JB,JFK
"BOMBARDIER INC",1/16/2013,131,9E,N8943A,JFK
"BOMBARDIER INC",1/16/2013,167,9E,N8794B,JFK
"BOMBARDIER INC",1/16/2013,138,9E,N936XJ,JFK
"BOMBARDIER INC",1/16/2013,122,9E,N8694A,JFK
AIRBUS,1/16/2013,9,B6,N703JB,JFK
BOEING,1/17/2013,-5,AA,N628AA,JFK
"BOMBARDIER INC",1/17/2013,-7,EV,N834AS,JFK
EMBRAER,1/17/2013,-1,US,N948UW,JFK
"AIRBUS INDUSTRIE",1/17/2013,7,US,N703UW,JFK
AIRBUS,1/17/2013,-15,B6,N643JB,JFK
AIRBUS,1/17/2013,-13,B6,N623JB,JFK
BOEING,1/17/2013,-20,DL,N721TW,JFK
AIRBUS,1/17/2013,-6,VX,N626VA,JFK
AIRBUS,1/17/2013,-14,B6,N805JB,JFK
BOEING,1/17/2013,-18,DL,N624AG,JFK
AIRBUS,1/17/2013,-23,B6,N779JB,JFK
AIRBUS,1/17/2013,-13,VX,N842VA,JFK
AIRBUS,1/17/2013,-22,B6,N806JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/17/2013,-21,DL,N924DL,JFK
"BOMBARDIER INC",1/17/2013,12,9E,N8477R,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/17/2013,-18,DL,N948DL,JFK
BOEING,1/17/2013,52,DL,N713TW,JFK
"BOMBARDIER INC",1/17/2013,9,9E,N908XJ,JFK
AIRBUS,1/17/2013,12,B6,N648JB,JFK
AIRBUS,1/17/2013,0,B6,N746JB,JFK
"BOMBARDIER INC",1/17/2013,-1,9E,N8694A,JFK
"AIRBUS INDUSTRIE",1/17/2013,27,US,N659AW,JFK
"BOMBARDIER INC",1/17/2013,11,9E,N8604C,JFK
BOEING,1/17/2013,-6,DL,N678DL,JFK
AIRBUS,1/17/2013,-3,B6,N766JB,JFK
AIRBUS,1/17/2013,-30,VX,N634VA,JFK
"BOMBARDIER INC",1/17/2013,2,9E,N919XJ,JFK
BOEING,1/17/2013,-18,DL,N713TW,JFK
"BOMBARDIER INC",1/17/2013,-2,9E,N914XJ,JFK
AIRBUS,1/17/2013,-24,B6,N804JB,JFK
"BOMBARDIER INC",1/17/2013,-21,9E,N8790A,JFK
AIRBUS,1/17/2013,-21,VX,N835VA,JFK
AIRBUS,1/17/2013,3,B6,N633JB,JFK
"BOMBARDIER INC",1/17/2013,-19,9E,N8672A,JFK
AIRBUS,1/17/2013,-9,B6,N629JB,JFK
BOEING,1/17/2013,-26,DL,N706TW,JFK
"AIRBUS INDUSTRIE",1/17/2013,-1,US,N651AW,JFK
CANADAIR,1/17/2013,6,EV,N825AS,JFK
AIRBUS,1/17/2013,-10,B6,N625JB,JFK
AIRBUS,1/17/2013,-32,VX,N844VA,JFK
"AIRBUS INDUSTRIE",1/17/2013,30,US,N704US,JFK
AIRBUS,1/17/2013,-22,B6,N705JB,JFK
AIRBUS,1/17/2013,-4,B6,N789JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/17/2013,-12,DL,N907DL,JFK
"AIRBUS INDUSTRIE",1/17/2013,5,US,N767UW,JFK
BOEING,1/17/2013,-36,DL,N707TW,JFK
AIRBUS,1/17/2013,-6,B6,N655JB,JFK
AIRBUS,1/17/2013,-19,VX,N641VA,JFK
AIRBUS,1/17/2013,14,B6,N623JB,JFK
CANADAIR,1/17/2013,2,EV,N829AS,JFK
AIRBUS,1/17/2013,13,B6,N645JB,JFK
BOEING,1/17/2013,-31,DL,N687DL,JFK
"BOMBARDIER INC",1/17/2013,-13,9E,N914XJ,JFK
"BOMBARDIER INC",1/17/2013,-2,9E,N8673D,JFK
BOEING,1/17/2013,10,DL,N723TW,JFK
"BOMBARDIER INC",1/17/2013,-19,9E,N8913A,JFK
"BOMBARDIER INC",1/17/2013,-9,9E,N8930E,JFK
AIRBUS,1/17/2013,15,B6,N766JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/17/2013,-12,DL,N919DL,JFK
"BOMBARDIER INC",1/17/2013,-20,9E,N917XJ,JFK
"BOMBARDIER INC",1/17/2013,-3,9E,N929XJ,JFK
"BOMBARDIER INC",1/17/2013,-33,9E,N923XJ,JFK
"BOMBARDIER INC",1/17/2013,2,9E,N918XJ,JFK
AIRBUS,1/17/2013,-43,B6,N775JB,JFK
"BOMBARDIER INC",1/17/2013,-4,9E,N932XJ,JFK
AIRBUS,1/17/2013,-47,VX,N838VA,JFK
"BOMBARDIER INC",1/17/2013,-4,9E,N8580A,JFK
AIRBUS,1/17/2013,-42,VX,N632VA,JFK
AIRBUS,1/17/2013,-25,B6,N649JB,JFK
BOEING,1/17/2013,-39,DL,N717TW,JFK
BOEING,1/17/2013,-17,DL,N711ZX,JFK
"BOMBARDIER INC",1/17/2013,67,9E,N8458A,JFK
"CANADAIR LTD",1/17/2013,2,MQ,N840MQ,JFK
"BOMBARDIER INC",1/17/2013,-22,9E,N916XJ,JFK
AIRBUS,1/17/2013,-16,B6,N793JB,JFK
"BOMBARDIER INC",1/17/2013,98,9E,N915XJ,JFK
AIRBUS,1/17/2013,16,B6,N641JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/17/2013,99,DL,N907DL,JFK
"BOMBARDIER INC",1/17/2013,-15,9E,N933XJ,JFK
AIRBUS,1/17/2013,-11,B6,N658JB,JFK
"BOMBARDIER INC",1/17/2013,1,9E,N906XJ,JFK
"BOMBARDIER INC",1/17/2013,-17,9E,N937XJ,JFK
"BOMBARDIER INC",1/17/2013,-20,9E,N903XJ,JFK
AIRBUS,1/17/2013,-19,B6,N657JB,JFK
CANADAIR,1/17/2013,2,EV,N825AS,JFK
BOEING,1/17/2013,-38,DL,N705TW,JFK
BOEING,1/17/2013,-38,DL,N722TW,JFK
AIRBUS,1/17/2013,-7,VX,N849VA,JFK
AIRBUS,1/17/2013,-16,B6,N653JB,JFK
"BOMBARDIER INC",1/17/2013,-15,9E,N936XJ,JFK
"BOMBARDIER INC",1/17/2013,-2,9E,N925XJ,JFK
"BOMBARDIER INC",1/17/2013,-18,9E,N8913A,JFK
"BOMBARDIER INC",1/17/2013,-18,9E,N8492C,JFK
AIRBUS,1/17/2013,-29,B6,N789JB,JFK
"BOMBARDIER INC",1/17/2013,-21,9E,N922XJ,JFK
"BOMBARDIER INC",1/17/2013,-31,9E,N920XJ,JFK
AIRBUS,1/17/2013,-27,VX,N633VA,JFK
"BOMBARDIER INC",1/17/2013,71,9E,N8673D,JFK
"BOMBARDIER INC",1/17/2013,-24,9E,N917XJ,JFK
AIRBUS,1/17/2013,-14,B6,N779JB,JFK
"BOMBARDIER INC",1/17/2013,12,9E,N8525B,JFK
BOEING,1/17/2013,-35,DL,N712TW,JFK
AIRBUS,1/17/2013,44,B6,N703JB,JFK
AIRBUS,1/17/2013,-12,B6,N645JB,JFK
AIRBUS,1/17/2013,-6,B6,N634JB,JFK
AIRBUS,1/17/2013,8,B6,N632JB,JFK
AIRBUS,1/17/2013,4,B6,N629JB,JFK
AIRBUS,1/18/2013,-1,B6,N705JB,JFK
AIRBUS,1/18/2013,5,B6,N775JB,JFK
EMBRAER,1/18/2013,-9,US,N954UW,JFK
"BOMBARDIER INC",1/18/2013,0,EV,N834AS,JFK
AIRBUS,1/18/2013,31,B6,N805JB,JFK
AIRBUS,1/18/2013,-6,B6,N807JB,JFK
AIRBUS,1/18/2013,-18,B6,N638JB,JFK
AIRBUS,1/18/2013,-4,B6,N653JB,JFK
"AIRBUS INDUSTRIE",1/18/2013,34,US,N708UW,JFK
AIRBUS,1/18/2013,-10,B6,N712JB,JFK
AIRBUS,1/18/2013,-35,B6,N630JB,JFK
AIRBUS,1/18/2013,-44,VX,N624VA,JFK
BOEING,1/18/2013,-29,DL,N706TW,JFK
BOEING,1/18/2013,-14,DL,N718TW,JFK
AIRBUS,1/18/2013,-8,B6,N793JB,JFK
AIRBUS,1/18/2013,-28,VX,N844VA,JFK
"BOMBARDIER INC",1/18/2013,-16,9E,N8580A,JFK
BOEING,1/18/2013,-5,DL,N721TW,JFK
AIRBUS,1/18/2013,-33,B6,N715JB,JFK
AIRBUS,1/18/2013,-5,B6,N658JB,JFK
"MCDONNELL DOUGLAS CORPORATION",1/18/2013,-16,DL,N903DE,JFK
"BOMBARDIER INC",1/18/2013,8,9E,N921XJ,JFK
AIRBUS,1/18/2013,-20,B6,N796JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/18/2013,-15,DL,N924DL,JFK
"BOMBARDIER INC",1/18/2013,-14,9E,N915XJ,JFK
AIRBUS,1/18/2013,-9,B6,N645JB,JFK
"BOMBARDIER INC",1/18/2013,-4,9E,N920XJ,JFK
"BOMBARDIER INC",1/18/2013,-10,9E,N8492C,JFK
"BOMBARDIER INC",1/18/2013,-11,9E,N8432A,JFK
BOEING,1/18/2013,8,DL,N642DL,JFK
"BOMBARDIER INC",1/18/2013,-8,9E,N903XJ,JFK
"BOMBARDIER INC",1/18/2013,-16,9E,N913XJ,JFK
"BOMBARDIER INC",1/18/2013,12,9E,N935XJ,JFK
BOEING,1/18/2013,1,DL,N624AG,JFK
AIRBUS,1/18/2013,-33,VX,N629VA,JFK
"BOMBARDIER INC",1/18/2013,-15,9E,N8458A,JFK
AIRBUS,1/18/2013,-32,VX,N847VA,JFK
"BOMBARDIER INC",1/18/2013,-2,9E,N825AY,JFK
AIRBUS,1/18/2013,-5,B6,N640JB,JFK
BOEING,1/18/2013,-30,DL,N707TW,JFK
"BOMBARDIER INC",1/18/2013,2,EV,N834AS,JFK
"AIRBUS INDUSTRIE",1/18/2013,1,US,N657AW,JFK
AIRBUS,1/18/2013,-21,VX,N842VA,JFK
AIRBUS,1/18/2013,-12,B6,N706JB,JFK
AIRBUS,1/18/2013,5,B6,N639JB,JFK
"AIRBUS INDUSTRIE",1/18/2013,15,US,N716UW,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/18/2013,-11,DL,N931DL,JFK
AIRBUS,1/18/2013,-10,B6,N636JB,JFK
BOEING,1/18/2013,-42,DL,N722TW,JFK
"AIRBUS INDUSTRIE",1/18/2013,-7,US,N752US,JFK
AIRBUS,1/18/2013,-15,B6,N641JB,JFK
"BOMBARDIER INC",1/18/2013,-15,9E,N8884E,JFK
AIRBUS,1/18/2013,-30,VX,N628VA,JFK
AIRBUS,1/18/2013,-1,B6,N807JB,JFK
AIRBUS,1/18/2013,13,B6,N775JB,JFK
"BOMBARDIER INC",1/18/2013,0,EV,N877AS,JFK
AIRBUS,1/18/2013,-11,B6,N705JB,JFK
"BOMBARDIER INC",1/18/2013,8,9E,N901XJ,JFK
BOEING,1/18/2013,4,DL,N710TW,JFK
"BOMBARDIER INC",1/18/2013,-13,9E,N8409N,JFK
"CANADAIR LTD",1/18/2013,-4,MQ,N840MQ,JFK
BOEING,1/18/2013,-7,DL,N624AG,JFK
"BOMBARDIER INC",1/18/2013,-11,9E,N906XJ,JFK
"BOMBARDIER INC",1/18/2013,-4,9E,N8432A,JFK
"BOMBARDIER INC",1/18/2013,-29,9E,N915XJ,JFK
"BOMBARDIER INC",1/18/2013,49,9E,N907XJ,JFK
"BOMBARDIER INC",1/18/2013,6,9E,N8423C,JFK
"BOMBARDIER INC",1/18/2013,13,9E,N913XJ,JFK
"BOMBARDIER INC",1/18/2013,9,9E,N903XJ,JFK
"BOMBARDIER INC",1/18/2013,49,9E,N8783E,JFK
AIRBUS,1/18/2013,-8,B6,N712JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/18/2013,4,DL,N988DL,JFK
"BOMBARDIER INC",1/18/2013,-2,9E,N916XJ,JFK
"MCDONNELL DOUGLAS CORPORATION",1/18/2013,-10,DL,N903DE,JFK
"BOMBARDIER INC",1/18/2013,-1,9E,N8855A,JFK
"BOMBARDIER INC",1/18/2013,4,9E,N937XJ,JFK
"BOMBARDIER INC",1/18/2013,-11,9E,N921XJ,JFK
AIRBUS,1/18/2013,-24,B6,N805JB,JFK
AIRBUS,1/18/2013,-22,B6,N729JB,JFK
AIRBUS,1/18/2013,-16,B6,N637JB,JFK
BOEING,1/18/2013,-4,DL,N723TW,JFK
"BOMBARDIER INC",1/18/2013,-11,9E,N905XJ,JFK
AIRBUS,1/18/2013,-10,B6,N649JB,JFK
BOEING,1/18/2013,-26,DL,N705TW,JFK
AIRBUS,1/18/2013,-26,VX,N633VA,JFK
AIRBUS,1/18/2013,-7,B6,N779JB,JFK
AIRBUS,1/18/2013,16,VX,N849VA,JFK
"BOMBARDIER INC",1/18/2013,-23,9E,N917XJ,JFK
"BOMBARDIER INC",1/18/2013,-30,9E,N8884E,JFK
"BOMBARDIER INC",1/18/2013,-11,9E,N8541D,JFK
"BOMBARDIER INC",1/18/2013,-32,9E,N935XJ,JFK
BOEING,1/18/2013,-53,DL,N727TW,JFK
CANADAIR,1/18/2013,-2,EV,N828AS,JFK
BOEING,1/18/2013,-3,DL,N712TW,JFK
AIRBUS,1/18/2013,-26,VX,N636VA,JFK
"BOMBARDIER INC",1/18/2013,-19,9E,N936XJ,JFK
AIRBUS,1/18/2013,-7,B6,N623JB,JFK
"BOMBARDIER INC",1/18/2013,-9,9E,N901XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/18/2013,-31,DL,N931DL,JFK
"BOMBARDIER INC",1/18/2013,-12,9E,N8847A,JFK
"BOMBARDIER INC",1/18/2013,-28,9E,N8409N,JFK
AIRBUS,1/18/2013,-36,B6,N651JB,JFK
"BOMBARDIER INC",1/18/2013,54,9E,N906XJ,JFK
"BOMBARDIER INC",1/18/2013,-13,9E,N8432A,JFK
"BOMBARDIER INC",1/18/2013,-23,9E,N8423C,JFK
AIRBUS,1/18/2013,-7,VX,N622VA,JFK
AIRBUS,1/18/2013,-34,B6,N793JB,JFK
"CANADAIR LTD",1/18/2013,-21,MQ,N840MQ,JFK
"BOMBARDIER INC",1/18/2013,-23,9E,N929XJ,JFK
"BOMBARDIER INC",1/18/2013,-30,9E,N925XJ,JFK
"BOMBARDIER INC",1/18/2013,-23,9E,N8855A,JFK
AIRBUS,1/18/2013,19,B6,N632JB,JFK
AIRBUS,1/18/2013,-32,B6,N630JB,JFK
BOEING,1/18/2013,-27,DL,N706TW,JFK
AIRBUS,1/18/2013,-9,B6,N629JB,JFK
"BOMBARDIER INC",1/18/2013,100,9E,N918XJ,JFK
AIRBUS,1/18/2013,-10,B6,N804JB,JFK
AIRBUS,1/19/2013,-8,B6,N779JB,JFK
BOEING,1/19/2013,-8,AA,N630AA,JFK
EMBRAER,1/19/2013,-9,US,N945UW,JFK
AIRBUS,1/19/2013,-5,B6,N657JB,JFK
AIRBUS,1/19/2013,-1,B6,N637JB,JFK
"AIRBUS INDUSTRIE",1/19/2013,8,US,N715UW,JFK
AIRBUS,1/19/2013,-15,B6,N805JB,JFK
BOEING,1/19/2013,-30,DL,N713TW,JFK
AIRBUS,1/19/2013,-21,B6,N633JB,JFK
AIRBUS,1/19/2013,-28,VX,N626VA,JFK
AIRBUS,1/19/2013,-2,B6,N623JB,JFK
AIRBUS,1/19/2013,-33,VX,N842VA,JFK
